,Player,Year,Position,Age,Height,Weight,Draft Position,Y1 GP,Y2 GP,Y3 GP,Y4 GP,Y5 GP
Alexander Urbom 2015,Alexander Urbom,2015,D,23.782,76,215,73,8.0,5.0,1.0,20.0,
Alexander Urbom 2016,Alexander Urbom,2016,D,24.781,76,215,73,5.0,1.0,20.0,,
Alexander Urbom 2017,Alexander Urbom,2017,D,25.783,76,215,73,1.0,20.0,,,
Alexander Urbom 2018,Alexander Urbom,2018,D,26.782,76,215,73,20.0,,,,
Alexander Urbom 2019,Alexander Urbom,2019,D,27.782,76,215,73,,,,,
Alexander Urbom 2020,Alexander Urbom,2020,D,28.781,76,215,73,,,,,
Alexander Urbom 2021,Alexander Urbom,2021,D,29.783,76,215,73,,,,,
Alexander Urbom 2022,Alexander Urbom,2022,D,30.782,76,215,73,,,,,
Alexander Urbom 2023,Alexander Urbom,2023,D,31.782,76,215,73,,,,,
Roman Horak 2008,Roman Horak,2008,C,16.365,72,188,127,,,,,
Roman Horak 2009,Roman Horak,2009,C,17.367,72,188,127,,,,,
Roman Horak 2010,Roman Horak,2010,C,18.366,72,188,127,,,,,
Roman Horak 2011,Roman Horak,2011,C,19.365,72,188,127,,,,,
Roman Horak 2012,Roman Horak,2012,C,20.365,72,188,127,,,,,61.0
Roman Horak 2013,Roman Horak,2013,C,21.367,72,188,127,,,,61.0,20.0
Roman Horak 2014,Roman Horak,2014,C,22.366,72,188,127,,,61.0,20.0,3.0
Roman Horak 2015,Roman Horak,2015,C,23.365,72,188,127,,61.0,20.0,3.0,
Roman Horak 2016,Roman Horak,2016,C,24.365,72,188,127,61.0,20.0,3.0,,
Roman Horak 2017,Roman Horak,2017,C,25.367,72,188,127,20.0,3.0,,,
Roman Horak 2018,Roman Horak,2018,C,26.366,72,188,127,3.0,,,,
Roman Horak 2019,Roman Horak,2019,C,27.366,72,188,127,,,,,
Roman Horak 2020,Roman Horak,2020,C,28.365,72,188,127,,,,,
Roman Horak 2021,Roman Horak,2021,C,29.367,72,188,127,,,,,
Roman Horak 2022,Roman Horak,2022,C,30.366,72,188,127,,,,,
Roman Horak 2023,Roman Horak,2023,C,31.366,72,188,127,,,,,
Patrick Wey 2008,Patrick Wey,2008,D,16.532,74,200,115,,,,,
Patrick Wey 2009,Patrick Wey,2009,D,17.534,74,200,115,,,,,
Patrick Wey 2010,Patrick Wey,2010,D,18.533,74,200,115,,,,,
Patrick Wey 2011,Patrick Wey,2011,D,19.532,74,200,115,,,,,
Patrick Wey 2012,Patrick Wey,2012,D,20.532,74,200,115,,,,,
Patrick Wey 2013,Patrick Wey,2013,D,21.534,74,200,115,,,,,
Patrick Wey 2014,Patrick Wey,2014,D,22.533,74,200,115,,,,,9.0
Patrick Wey 2015,Patrick Wey,2015,D,23.532,74,200,115,,,,9.0,
Patrick Wey 2016,Patrick Wey,2016,D,24.532,74,200,115,,,9.0,,
Patrick Wey 2017,Patrick Wey,2017,D,25.534,74,200,115,,9.0,,,
Patrick Wey 2018,Patrick Wey,2018,D,26.533,74,200,115,9.0,,,,
Patrick Wey 2019,Patrick Wey,2019,D,27.533,74,200,115,,,,,
Patrick Wey 2020,Patrick Wey,2020,D,28.532,74,200,115,,,,,
Patrick Wey 2021,Patrick Wey,2021,D,29.534,74,200,115,,,,,
Patrick Wey 2022,Patrick Wey,2022,D,30.533,74,200,115,,,,,
Patrick Wey 2023,Patrick Wey,2023,D,31.533,74,200,115,,,,,
Lane MacDermid 2008,Lane MacDermid,2008,L,18.1,75,215,112,,,,,
Lane MacDermid 2009,Lane MacDermid,2009,L,19.103,75,215,112,,,,,
Lane MacDermid 2010,Lane MacDermid,2010,L,20.102,75,215,112,,,,,
Lane MacDermid 2011,Lane MacDermid,2011,L,21.101,75,215,112,,,,,
Lane MacDermid 2012,Lane MacDermid,2012,L,22.101,75,215,112,,,,,5.0
Lane MacDermid 2013,Lane MacDermid,2013,L,23.103,75,215,112,,,,5.0,9.0
Lane MacDermid 2014,Lane MacDermid,2014,L,24.102,75,215,112,,,5.0,9.0,7.0
Lane MacDermid 2015,Lane MacDermid,2015,L,25.101,75,215,112,,5.0,9.0,7.0,
Lane MacDermid 2016,Lane MacDermid,2016,L,26.101,75,215,112,5.0,9.0,7.0,,
Lane MacDermid 2017,Lane MacDermid,2017,L,27.103,75,215,112,9.0,7.0,,,
Lane MacDermid 2018,Lane MacDermid,2018,L,28.102,75,215,112,7.0,,,,
Lane MacDermid 2019,Lane MacDermid,2019,L,29.101,75,215,112,,,,,
Lane MacDermid 2020,Lane MacDermid,2020,L,30.101,75,215,112,,,,,
Lane MacDermid 2021,Lane MacDermid,2021,L,31.103,75,215,112,,,,,
Lane MacDermid 2022,Lane MacDermid,2022,L,32.102,75,215,112,,,,,
Lane MacDermid 2023,Lane MacDermid,2023,L,33.102,75,215,112,,,,,
Adam Almquist 2008,Adam Almquist,2008,D,16.592,71,174,210,,,,,
Adam Almquist 2009,Adam Almquist,2009,D,17.594,71,174,210,,,,,
Adam Almquist 2010,Adam Almquist,2010,D,18.593,71,174,210,,,,,
Adam Almquist 2011,Adam Almquist,2011,D,19.593,71,174,210,,,,,
Adam Almquist 2012,Adam Almquist,2012,D,20.592,71,174,210,,,,,
Adam Almquist 2013,Adam Almquist,2013,D,21.594,71,174,210,,,,,
Adam Almquist 2014,Adam Almquist,2014,D,22.593,71,174,210,,,,,2.0
Adam Almquist 2015,Adam Almquist,2015,D,23.593,71,174,210,,,,2.0,
Adam Almquist 2016,Adam Almquist,2016,D,24.592,71,174,210,,,2.0,,
Adam Almquist 2017,Adam Almquist,2017,D,25.594,71,174,210,,2.0,,,
Adam Almquist 2018,Adam Almquist,2018,D,26.593,71,174,210,2.0,,,,
Adam Almquist 2019,Adam Almquist,2019,D,27.593,71,174,210,,,,,
Adam Almquist 2020,Adam Almquist,2020,D,28.592,71,174,210,,,,,
Adam Almquist 2021,Adam Almquist,2021,D,29.594,71,174,210,,,,,
Adam Almquist 2022,Adam Almquist,2022,D,30.594,71,174,210,,,,,
Adam Almquist 2023,Adam Almquist,2023,D,31.593,71,174,210,,,,,
Casey Wellman 2008,Casey Wellman,2008,C,19.954,72,173,-,,,,,
Casey Wellman 2009,Casey Wellman,2009,C,20.956,72,173,-,,,,,
Casey Wellman 2010,Casey Wellman,2010,C,21.955,72,173,-,,,,,12.0
Casey Wellman 2011,Casey Wellman,2011,C,22.955,72,173,-,,,,12.0,15.0
Casey Wellman 2012,Casey Wellman,2012,C,23.954,72,173,-,,,12.0,15.0,14.0
Casey Wellman 2013,Casey Wellman,2013,C,24.956,72,173,-,,12.0,15.0,14.0,
Casey Wellman 2014,Casey Wellman,2014,C,25.956,72,173,-,12.0,15.0,14.0,,13.0
Casey Wellman 2015,Casey Wellman,2015,C,26.955,72,173,-,15.0,14.0,,13.0,
Casey Wellman 2016,Casey Wellman,2016,C,27.954,72,173,-,14.0,,13.0,,
Casey Wellman 2017,Casey Wellman,2017,C,28.956,72,173,-,,13.0,,,
Casey Wellman 2018,Casey Wellman,2018,C,29.956,72,173,-,13.0,,,,
Casey Wellman 2019,Casey Wellman,2019,C,30.955,72,173,-,,,,,
Casey Wellman 2020,Casey Wellman,2020,C,31.954,72,173,-,,,,,
Casey Wellman 2021,Casey Wellman,2021,C,32.956,72,173,-,,,,,
Casey Wellman 2022,Casey Wellman,2022,C,33.956,72,173,-,,,,,
Casey Wellman 2023,Casey Wellman,2023,C,34.955,72,173,-,,,,,
Bobby Butler 2008,Bobby Butler,2008,R,20.433,72,189,-,,,,,
Bobby Butler 2009,Bobby Butler,2009,R,21.435,72,189,-,,,,,
Bobby Butler 2010,Bobby Butler,2010,R,22.435,72,189,-,,,,,2.0
Bobby Butler 2011,Bobby Butler,2011,R,23.434,72,189,-,,,,2.0,36.0
Bobby Butler 2012,Bobby Butler,2012,R,24.433,72,189,-,,,2.0,36.0,56.0
Bobby Butler 2013,Bobby Butler,2013,R,25.435,72,189,-,,2.0,36.0,56.0,34.0
Bobby Butler 2014,Bobby Butler,2014,R,26.435,72,189,-,2.0,36.0,56.0,34.0,2.0
Bobby Butler 2015,Bobby Butler,2015,R,27.434,72,189,-,36.0,56.0,34.0,2.0,
Bobby Butler 2016,Bobby Butler,2016,R,28.433,72,189,-,56.0,34.0,2.0,,
Bobby Butler 2017,Bobby Butler,2017,R,29.435,72,189,-,34.0,2.0,,,
Bobby Butler 2018,Bobby Butler,2018,R,30.435,72,189,-,2.0,,,,
Bobby Butler 2019,Bobby Butler,2019,R,31.434,72,189,-,,,,,
Bobby Butler 2020,Bobby Butler,2020,R,32.433,72,189,-,,,,,
Bobby Butler 2021,Bobby Butler,2021,R,33.436,72,189,-,,,,,
Bobby Butler 2022,Bobby Butler,2022,R,34.435,72,189,-,,,,,
Bobby Butler 2023,Bobby Butler,2023,R,35.434,72,189,-,,,,,
Chris Breen 2008,Chris Breen,2008,D,18.256,79,226,-,,,,,
Chris Breen 2009,Chris Breen,2009,D,19.259,79,226,-,,,,,
Chris Breen 2010,Chris Breen,2010,D,20.258,79,226,-,,,,,
Chris Breen 2011,Chris Breen,2011,D,21.257,79,226,-,,,,,
Chris Breen 2012,Chris Breen,2012,D,22.257,79,226,-,,,,,
Chris Breen 2013,Chris Breen,2013,D,23.259,79,226,-,,,,,
Chris Breen 2014,Chris Breen,2014,D,24.258,79,226,-,,,,,9.0
Chris Breen 2015,Chris Breen,2015,D,25.257,79,226,-,,,,9.0,
Chris Breen 2016,Chris Breen,2016,D,26.257,79,226,-,,,9.0,,
Chris Breen 2017,Chris Breen,2017,D,27.259,79,226,-,,9.0,,,
Chris Breen 2018,Chris Breen,2018,D,28.258,79,226,-,9.0,,,,
Chris Breen 2019,Chris Breen,2019,D,29.257,79,226,-,,,,,
Chris Breen 2020,Chris Breen,2020,D,30.257,79,226,-,,,,,
Chris Breen 2021,Chris Breen,2021,D,31.259,79,226,-,,,,,
Chris Breen 2022,Chris Breen,2022,D,32.258,79,226,-,,,,,
Chris Breen 2023,Chris Breen,2023,D,33.258,79,226,-,,,,,
Bill Arnold 2008,Bill Arnold,2008,C,15.384,72,193,108,,,,,
Bill Arnold 2009,Bill Arnold,2009,C,16.386,72,193,108,,,,,
Bill Arnold 2010,Bill Arnold,2010,C,17.386,72,193,108,,,,,
Bill Arnold 2011,Bill Arnold,2011,C,18.385,72,193,108,,,,,
Bill Arnold 2012,Bill Arnold,2012,C,19.385,72,193,108,,,,,
Bill Arnold 2013,Bill Arnold,2013,C,20.387,72,193,108,,,,,
Bill Arnold 2014,Bill Arnold,2014,C,21.386,72,193,108,,,,,1.0
Bill Arnold 2015,Bill Arnold,2015,C,22.385,72,193,108,,,,1.0,
Bill Arnold 2016,Bill Arnold,2016,C,23.385,72,193,108,,,1.0,,
Bill Arnold 2017,Bill Arnold,2017,C,24.387,72,193,108,,1.0,,,
Bill Arnold 2018,Bill Arnold,2018,C,25.386,72,193,108,1.0,,,,
Bill Arnold 2019,Bill Arnold,2019,C,26.385,72,193,108,,,,,
Bill Arnold 2020,Bill Arnold,2020,C,27.385,72,193,108,,,,,
Bill Arnold 2021,Bill Arnold,2021,C,28.387,72,193,108,,,,,
Bill Arnold 2022,Bill Arnold,2022,C,29.386,72,193,108,,,,,
Bill Arnold 2023,Bill Arnold,2023,C,30.385,72,193,108,,,,,
Justin Florek 2008,Justin Florek,2008,L,17.372,76,205,135,,,,,
Justin Florek 2009,Justin Florek,2009,L,18.374,76,205,135,,,,,
Justin Florek 2010,Justin Florek,2010,L,19.374,76,205,135,,,,,
Justin Florek 2011,Justin Florek,2011,L,20.373,76,205,135,,,,,
Justin Florek 2012,Justin Florek,2012,L,21.372,76,205,135,,,,,
Justin Florek 2013,Justin Florek,2013,L,22.374,76,205,135,,,,,
Justin Florek 2014,Justin Florek,2014,L,23.374,76,205,135,,,,,4.0
Justin Florek 2015,Justin Florek,2015,L,24.373,76,205,135,,,,4.0,
Justin Florek 2016,Justin Florek,2016,L,25.372,76,205,135,,,4.0,,
Justin Florek 2017,Justin Florek,2017,L,26.374,76,205,135,,4.0,,,
Justin Florek 2018,Justin Florek,2018,L,27.374,76,205,135,4.0,,,,
Justin Florek 2019,Justin Florek,2019,L,28.373,76,205,135,,,,,
Justin Florek 2020,Justin Florek,2020,L,29.372,76,205,135,,,,,
Justin Florek 2021,Justin Florek,2021,L,30.375,76,205,135,,,,,
Justin Florek 2022,Justin Florek,2022,L,31.374,76,205,135,,,,,
Justin Florek 2023,Justin Florek,2023,L,32.373,76,205,135,,,,,
Patrick Holland 2008,Patrick Holland,2008,R,15.732,72,188,193,,,,,
Patrick Holland 2009,Patrick Holland,2009,R,16.734,72,188,193,,,,,
Patrick Holland 2010,Patrick Holland,2010,R,17.734,72,188,193,,,,,
Patrick Holland 2011,Patrick Holland,2011,R,18.733,72,188,193,,,,,
Patrick Holland 2012,Patrick Holland,2012,R,19.732,72,188,193,,,,,
Patrick Holland 2013,Patrick Holland,2013,R,20.734,72,188,193,,,,,
Patrick Holland 2014,Patrick Holland,2014,R,21.734,72,188,193,,,,,5.0
Patrick Holland 2015,Patrick Holland,2015,R,22.733,72,188,193,,,,5.0,
Patrick Holland 2016,Patrick Holland,2016,R,23.732,72,188,193,,,5.0,,
Patrick Holland 2017,Patrick Holland,2017,R,24.734,72,188,193,,5.0,,,
Patrick Holland 2018,Patrick Holland,2018,R,25.734,72,188,193,5.0,,,,
Patrick Holland 2019,Patrick Holland,2019,R,26.733,72,188,193,,,,,
Patrick Holland 2020,Patrick Holland,2020,R,27.732,72,188,193,,,,,
Patrick Holland 2021,Patrick Holland,2021,R,28.735,72,188,193,,,,,
Patrick Holland 2022,Patrick Holland,2022,R,29.734,72,188,193,,,,,
Patrick Holland 2023,Patrick Holland,2023,R,30.733,72,188,193,,,,,
Justin Johnson 2008,Justin Johnson,2008,R,26.407,73,220,-,,,,,
Justin Johnson 2009,Justin Johnson,2009,R,27.409,73,220,-,,,,,
Justin Johnson 2010,Justin Johnson,2010,R,28.409,73,220,-,,,,,
Justin Johnson 2011,Justin Johnson,2011,R,29.408,73,220,-,,,,,
Justin Johnson 2012,Justin Johnson,2012,R,30.407,73,220,-,,,,,
Justin Johnson 2013,Justin Johnson,2013,R,31.409,73,220,-,,,,,
Justin Johnson 2014,Justin Johnson,2014,R,32.409,73,220,-,,,,,2.0
Justin Johnson 2015,Justin Johnson,2015,R,33.408,73,220,-,,,,2.0,
Justin Johnson 2016,Justin Johnson,2016,R,34.408,73,220,-,,,2.0,,
Justin Johnson 2017,Justin Johnson,2017,R,35.41,73,220,-,,2.0,,,
Justin Johnson 2018,Justin Johnson,2018,R,36.409,73,220,-,2.0,,,,
Justin Johnson 2019,Justin Johnson,2019,R,37.408,73,220,-,,,,,
Justin Johnson 2020,Justin Johnson,2020,R,38.408,73,220,-,,,,,
Justin Johnson 2021,Justin Johnson,2021,R,39.41,73,220,-,,,,,
Justin Johnson 2022,Justin Johnson,2022,R,40.409,73,220,-,,,,,
Justin Johnson 2023,Justin Johnson,2023,R,41.408,73,220,-,,,,,
Stephane Da Costa 2008,Stephane Da Costa,2008,C,18.224,71,180,-,,,,,
Stephane Da Costa 2009,Stephane Da Costa,2009,C,19.226,71,180,-,,,,,
Stephane Da Costa 2010,Stephane Da Costa,2010,C,20.225,71,180,-,,,,,
Stephane Da Costa 2011,Stephane Da Costa,2011,C,21.224,71,180,-,,,,,4.0
Stephane Da Costa 2012,Stephane Da Costa,2012,C,22.224,71,180,-,,,,4.0,22.0
Stephane Da Costa 2013,Stephane Da Costa,2013,C,23.226,71,180,-,,,4.0,22.0,9.0
Stephane Da Costa 2014,Stephane Da Costa,2014,C,24.225,71,180,-,,4.0,22.0,9.0,12.0
Stephane Da Costa 2015,Stephane Da Costa,2015,C,25.225,71,180,-,4.0,22.0,9.0,12.0,
Stephane Da Costa 2016,Stephane Da Costa,2016,C,26.224,71,180,-,22.0,9.0,12.0,,
Stephane Da Costa 2017,Stephane Da Costa,2017,C,27.226,71,180,-,9.0,12.0,,,
Stephane Da Costa 2018,Stephane Da Costa,2018,C,28.225,71,180,-,12.0,,,,
Stephane Da Costa 2019,Stephane Da Costa,2019,C,29.225,71,180,-,,,,,
Stephane Da Costa 2020,Stephane Da Costa,2020,C,30.224,71,180,-,,,,,
Stephane Da Costa 2021,Stephane Da Costa,2021,C,31.226,71,180,-,,,,,
Stephane Da Costa 2022,Stephane Da Costa,2022,C,32.225,71,180,-,,,,,
Stephane Da Costa 2023,Stephane Da Costa,2023,C,33.225,71,180,-,,,,,
Andy Miele 2008,Andy Miele,2008,C,19.461,67,169,-,,,,,
Andy Miele 2009,Andy Miele,2009,C,20.463,67,169,-,,,,,
Andy Miele 2010,Andy Miele,2010,C,21.463,67,169,-,,,,,
Andy Miele 2011,Andy Miele,2011,C,22.462,67,169,-,,,,,
Andy Miele 2012,Andy Miele,2012,C,23.461,67,169,-,,,,,7.0
Andy Miele 2013,Andy Miele,2013,C,24.463,67,169,-,,,,7.0,1.0
Andy Miele 2014,Andy Miele,2014,C,25.463,67,169,-,,,7.0,1.0,7.0
Andy Miele 2015,Andy Miele,2015,C,26.462,67,169,-,,7.0,1.0,7.0,
Andy Miele 2016,Andy Miele,2016,C,27.461,67,169,-,7.0,1.0,7.0,,
Andy Miele 2017,Andy Miele,2017,C,28.463,67,169,-,1.0,7.0,,,
Andy Miele 2018,Andy Miele,2018,C,29.463,67,169,-,7.0,,,,
Andy Miele 2019,Andy Miele,2019,C,30.462,67,169,-,,,,,
Andy Miele 2020,Andy Miele,2020,C,31.462,67,169,-,,,,,
Andy Miele 2021,Andy Miele,2021,C,32.464,67,169,-,,,,,
Andy Miele 2022,Andy Miele,2022,C,33.463,67,169,-,,,,,
Andy Miele 2023,Andy Miele,2023,C,34.462,67,169,-,,,,,
David Broll 2008,David Broll,2008,L,14.738,74,188,152,,,,,
David Broll 2009,David Broll,2009,L,15.74,74,188,152,,,,,
David Broll 2010,David Broll,2010,L,16.74,74,188,152,,,,,
David Broll 2011,David Broll,2011,L,17.739,74,188,152,,,,,
David Broll 2012,David Broll,2012,L,18.738,74,188,152,,,,,
David Broll 2013,David Broll,2013,L,19.74,74,188,152,,,,,
David Broll 2014,David Broll,2014,L,20.74,74,188,152,,,,,5.0
David Broll 2015,David Broll,2015,L,21.739,74,188,152,,,,5.0,
David Broll 2016,David Broll,2016,L,22.738,74,188,152,,,5.0,,
David Broll 2017,David Broll,2017,L,23.741,74,188,152,,5.0,,,
David Broll 2018,David Broll,2018,L,24.74,74,188,152,5.0,,,,
David Broll 2019,David Broll,2019,L,25.739,74,188,152,,,,,
David Broll 2020,David Broll,2020,L,26.739,74,188,152,,,,,
David Broll 2021,David Broll,2021,L,27.741,74,188,152,,,,,
David Broll 2022,David Broll,2022,L,28.74,74,188,152,,,,,
David Broll 2023,David Broll,2023,L,29.739,74,188,152,,,,,
John Persson 2008,John Persson,2008,L,15.371,75,222,125,,,,,
John Persson 2009,John Persson,2009,L,16.373,75,222,125,,,,,
John Persson 2010,John Persson,2010,L,17.372,75,222,125,,,,,
John Persson 2011,John Persson,2011,L,18.371,75,222,125,,,,,
John Persson 2012,John Persson,2012,L,19.371,75,222,125,,,,,
John Persson 2013,John Persson,2013,L,20.373,75,222,125,,,,,
John Persson 2014,John Persson,2014,L,21.372,75,222,125,,,,,10.0
John Persson 2015,John Persson,2015,L,22.372,75,222,125,,,,10.0,
John Persson 2016,John Persson,2016,L,23.371,75,222,125,,,10.0,,
John Persson 2017,John Persson,2017,L,24.373,75,222,125,,10.0,,,
John Persson 2018,John Persson,2018,L,25.372,75,222,125,10.0,,,,
John Persson 2019,John Persson,2019,L,26.372,75,222,125,,,,,
John Persson 2020,John Persson,2020,L,27.371,75,222,125,,,,,
John Persson 2021,John Persson,2021,L,28.373,75,222,125,,,,,
John Persson 2022,John Persson,2022,L,29.372,75,222,125,,,,,
John Persson 2023,John Persson,2023,L,30.372,75,222,125,,,,,
Jonathan Racine 2008,Jonathan Racine,2008,D,14.344,74,194,87,,,,,
Jonathan Racine 2009,Jonathan Racine,2009,D,15.346,74,194,87,,,,,
Jonathan Racine 2010,Jonathan Racine,2010,D,16.345,74,194,87,,,,,
Jonathan Racine 2011,Jonathan Racine,2011,D,17.345,74,194,87,,,,,
Jonathan Racine 2012,Jonathan Racine,2012,D,18.344,74,194,87,,,,,
Jonathan Racine 2013,Jonathan Racine,2013,D,19.346,74,194,87,,,,,
Jonathan Racine 2014,Jonathan Racine,2014,D,20.346,74,194,87,,,,,1.0
Jonathan Racine 2015,Jonathan Racine,2015,D,21.345,74,194,87,,,,1.0,
Jonathan Racine 2016,Jonathan Racine,2016,D,22.344,74,194,87,,,1.0,,
Jonathan Racine 2017,Jonathan Racine,2017,D,23.346,74,194,87,,1.0,,,
Jonathan Racine 2018,Jonathan Racine,2018,D,24.346,74,194,87,1.0,,,,
Jonathan Racine 2019,Jonathan Racine,2019,D,25.345,74,194,87,,,,,
Jonathan Racine 2020,Jonathan Racine,2020,D,26.344,74,194,87,,,,,
Jonathan Racine 2021,Jonathan Racine,2021,D,27.346,74,194,87,,,,,
Jonathan Racine 2022,Jonathan Racine,2022,D,28.346,74,194,87,,,,,
Jonathan Racine 2023,Jonathan Racine,2023,D,29.345,74,194,87,,,,,
Johan Sundstrom 2008,Johan Sundstrom,2008,C,15.026,75,201,50,,,,,
Johan Sundstrom 2009,Johan Sundstrom,2009,C,16.028,75,201,50,,,,,
Johan Sundstrom 2010,Johan Sundstrom,2010,C,17.027,75,201,50,,,,,
Johan Sundstrom 2011,Johan Sundstrom,2011,C,18.027,75,201,50,,,,,
Johan Sundstrom 2012,Johan Sundstrom,2012,C,19.026,75,201,50,,,,,
Johan Sundstrom 2013,Johan Sundstrom,2013,C,20.028,75,201,50,,,,,
Johan Sundstrom 2014,Johan Sundstrom,2014,C,21.027,75,201,50,,,,,11.0
Johan Sundstrom 2015,Johan Sundstrom,2015,C,22.027,75,201,50,,,,11.0,
Johan Sundstrom 2016,Johan Sundstrom,2016,C,23.026,75,201,50,,,11.0,,
Johan Sundstrom 2017,Johan Sundstrom,2017,C,24.028,75,201,50,,11.0,,,
Johan Sundstrom 2018,Johan Sundstrom,2018,C,25.027,75,201,50,11.0,,,,
Johan Sundstrom 2019,Johan Sundstrom,2019,C,26.027,75,201,50,,,,,
Johan Sundstrom 2020,Johan Sundstrom,2020,C,27.026,75,201,50,,,,,
Johan Sundstrom 2021,Johan Sundstrom,2021,C,28.028,75,201,50,,,,,
Johan Sundstrom 2022,Johan Sundstrom,2022,C,29.027,75,201,50,,,,,
Johan Sundstrom 2023,Johan Sundstrom,2023,C,30.027,75,201,50,,,,,
Adam Payerl 2008,Adam Payerl,2008,C,16.578,75,218,-,,,,,
Adam Payerl 2009,Adam Payerl,2009,C,17.58,75,218,-,,,,,
Adam Payerl 2010,Adam Payerl,2010,C,18.58,75,218,-,,,,,
Adam Payerl 2011,Adam Payerl,2011,C,19.579,75,218,-,,,,,
Adam Payerl 2012,Adam Payerl,2012,C,20.578,75,218,-,,,,,
Adam Payerl 2013,Adam Payerl,2013,C,21.58,75,218,-,,,,,
Adam Payerl 2014,Adam Payerl,2014,C,22.58,75,218,-,,,,,2.0
Adam Payerl 2015,Adam Payerl,2015,C,23.579,75,218,-,,,,2.0,
Adam Payerl 2016,Adam Payerl,2016,C,24.578,75,218,-,,,2.0,,
Adam Payerl 2017,Adam Payerl,2017,C,25.58,75,218,-,,2.0,,,
Adam Payerl 2018,Adam Payerl,2018,C,26.58,75,218,-,2.0,,,,
Adam Payerl 2019,Adam Payerl,2019,C,27.579,75,218,-,,,,,
Adam Payerl 2020,Adam Payerl,2020,C,28.578,75,218,-,,,,,
Adam Payerl 2021,Adam Payerl,2021,C,29.581,75,218,-,,,,,
Adam Payerl 2022,Adam Payerl,2022,C,30.58,75,218,-,,,,,
Adam Payerl 2023,Adam Payerl,2023,C,31.579,75,218,-,,,,,
Mike Halmo 2008,Mike Halmo,2008,L,16.381,70,188,-,,,,,
Mike Halmo 2009,Mike Halmo,2009,L,17.383,70,188,-,,,,,
Mike Halmo 2010,Mike Halmo,2010,L,18.382,70,188,-,,,,,
Mike Halmo 2011,Mike Halmo,2011,L,19.382,70,188,-,,,,,
Mike Halmo 2012,Mike Halmo,2012,L,20.381,70,188,-,,,,,
Mike Halmo 2013,Mike Halmo,2013,L,21.383,70,188,-,,,,,
Mike Halmo 2014,Mike Halmo,2014,L,22.383,70,188,-,,,,,20.0
Mike Halmo 2015,Mike Halmo,2015,L,23.382,70,188,-,,,,20.0,
Mike Halmo 2016,Mike Halmo,2016,L,24.381,70,188,-,,,20.0,,
Mike Halmo 2017,Mike Halmo,2017,L,25.383,70,188,-,,20.0,,,
Mike Halmo 2018,Mike Halmo,2018,L,26.383,70,188,-,20.0,,,,
Mike Halmo 2019,Mike Halmo,2019,L,27.382,70,188,-,,,,,
Mike Halmo 2020,Mike Halmo,2020,L,28.381,70,188,-,,,,,
Mike Halmo 2021,Mike Halmo,2021,L,29.383,70,188,-,,,,,
Mike Halmo 2022,Mike Halmo,2022,L,30.383,70,188,-,,,,,
Mike Halmo 2023,Mike Halmo,2023,L,31.382,70,188,-,,,,,
Chad Billins 2008,Chad Billins,2008,D,18.35,70,180,-,,,,,
Chad Billins 2009,Chad Billins,2009,D,19.352,70,180,-,,,,,
Chad Billins 2010,Chad Billins,2010,D,20.351,70,180,-,,,,,
Chad Billins 2011,Chad Billins,2011,D,21.35,70,180,-,,,,,
Chad Billins 2012,Chad Billins,2012,D,22.35,70,180,-,,,,,
Chad Billins 2013,Chad Billins,2013,D,23.352,70,180,-,,,,,
Chad Billins 2014,Chad Billins,2014,D,24.351,70,180,-,,,,,10.0
Chad Billins 2015,Chad Billins,2015,D,25.35,70,180,-,,,,10.0,
Chad Billins 2016,Chad Billins,2016,D,26.35,70,180,-,,,10.0,,
Chad Billins 2017,Chad Billins,2017,D,27.352,70,180,-,,10.0,,,
Chad Billins 2018,Chad Billins,2018,D,28.351,70,180,-,10.0,,,,
Chad Billins 2019,Chad Billins,2019,D,29.351,70,180,-,,,,,
Chad Billins 2020,Chad Billins,2020,D,30.35,70,180,-,,,,,
Chad Billins 2021,Chad Billins,2021,D,31.352,70,180,-,,,,,
Chad Billins 2022,Chad Billins,2022,D,32.351,70,180,-,,,,,
Chad Billins 2023,Chad Billins,2023,D,33.351,70,180,-,,,,,
Dmitry Korobov 2008,Dmitry Korobov,2008,D,18.555,75,230,-,,,,,
Dmitry Korobov 2009,Dmitry Korobov,2009,D,19.557,75,230,-,,,,,
Dmitry Korobov 2010,Dmitry Korobov,2010,D,20.556,75,230,-,,,,,
Dmitry Korobov 2011,Dmitry Korobov,2011,D,21.556,75,230,-,,,,,
Dmitry Korobov 2012,Dmitry Korobov,2012,D,22.555,75,230,-,,,,,
Dmitry Korobov 2013,Dmitry Korobov,2013,D,23.557,75,230,-,,,,,
Dmitry Korobov 2014,Dmitry Korobov,2014,D,24.556,75,230,-,,,,,3.0
Dmitry Korobov 2015,Dmitry Korobov,2015,D,25.556,75,230,-,,,,3.0,
Dmitry Korobov 2016,Dmitry Korobov,2016,D,26.555,75,230,-,,,3.0,,
Dmitry Korobov 2017,Dmitry Korobov,2017,D,27.557,75,230,-,,3.0,,,
Dmitry Korobov 2018,Dmitry Korobov,2018,D,28.557,75,230,-,3.0,,,,
Dmitry Korobov 2019,Dmitry Korobov,2019,D,29.556,75,230,-,,,,,
Dmitry Korobov 2020,Dmitry Korobov,2020,D,30.555,75,230,-,,,,,
Dmitry Korobov 2021,Dmitry Korobov,2021,D,31.557,75,230,-,,,,,
Dmitry Korobov 2022,Dmitry Korobov,2022,D,32.557,75,230,-,,,,,
